botA,botB,variant,games,aWins,bWins,draws,aWinRate,aWinLo,aWinHi,aWinsAsWhite,gamesAasWhite,aWinsAsBlack,gamesAasBlack,meanTurns,aScore,inactivityDrawRate,purchasesPerGame,aPurchasesPerGame,bPurchasesPerGame,meanCompletedTurns,adjudicationRate,invariantViolations,illegalActionsTotal,meanDurationMs
Mono-lightning,Mono-shadow,muju-phasing-2 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,8.5,0.0000,0.0000,15.500,8.750,6.750,15.50,0.000,0,0,9
Mono-lightning,Mono-water,muju-phasing-2 h0,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,17.8,0.0000,0.0000,17.500,11.750,5.750,34.00,0.000,0,0,12
Mono-lightning,Mono-water,muju-phasing-2 h3,4,0,3,1,0.0000,0.0000,0.4899,0,2,0,2,16.8,0.1250,0.2500,18.000,12.750,5.250,32.25,0.000,0,0,13
Mono-lightning,Random,muju-phasing-2 h0,4,3,1,0,0.7500,0.3006,0.9544,1,2,2,2,12.5,0.7500,0.0000,16.250,7.500,8.750,23.75,0.000,0,0,14
Mono-lightning,Random,muju-phasing-2 h3,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,19.3,1.0000,0.0000,20.750,11.000,9.750,36.75,0.000,0,0,21
Mono-lightning,Rush,muju-phasing-2 h0,4,1,3,0,0.2500,0.0456,0.6994,1,2,0,2,10.0,0.2500,0.0000,50.000,10.500,39.500,18.25,0.000,0,0,27
Mono-lightning,Rush,muju-phasing-2 h3,4,1,3,0,0.2500,0.0456,0.6994,1,2,0,2,11.0,0.2500,0.0000,51.750,9.750,42.000,20.25,0.000,0,0,27
Mono-lightning,Tier1Spam,muju-phasing-2 h0,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,13.0,0.0000,0.0000,50.750,12.000,38.750,24.50,0.000,0,0,24
Mono-lightning,Tier1Spam,muju-phasing-2 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,15.8,0.0000,0.0000,70.000,13.500,56.500,30.00,0.000,0,0,43
Mono-lightning,Turtle,muju-phasing-2 h0,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,24.0,1.0000,0.0000,21.750,18.250,3.500,46.75,0.000,0,0,17
Mono-lightning,Turtle,muju-phasing-2 h3,4,3,1,0,0.7500,0.3006,0.9544,2,2,1,2,33.0,0.7500,0.0000,36.000,30.250,5.750,64.50,0.000,0,0,23
Mono-metal,Mono-plant,muju-phasing-2 h0,4,2,0,2,0.5000,0.1500,0.8500,1,2,1,2,17.8,0.7500,0.5000,14.000,8.500,5.500,34.50,0.000,0,0,20
Mono-metal,Mono-plant,muju-phasing-2 h3,4,2,0,2,0.5000,0.1500,0.8500,2,2,0,2,16.8,0.7500,0.5000,15.000,8.500,6.500,32.75,0.000,0,0,21
Mono-metal,Mono-shadow,muju-phasing-2 h0,4,3,0,1,0.7500,0.3006,0.9544,2,2,1,2,20.0,0.8750,0.2500,21.000,9.750,11.250,38.75,0.000,0,0,21
Mono-metal,Mono-shadow,muju-phasing-2 h3,4,2,0,2,0.5000,0.1500,0.8500,2,2,0,2,23.5,0.7500,0.5000,19.250,9.000,10.250,45.75,0.000,0,0,23
Mono-metal,Mono-water,muju-phasing-2 h0,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,19.0,0.5000,1.0000,12.750,7.250,5.500,37.25,0.000,0,0,16
Mono-metal,Mono-water,muju-phasing-2 h3,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,22.3,0.5000,1.0000,14.500,8.000,6.500,44.00,0.000,0,0,20
Mono-metal,Random,muju-phasing-2 h0,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,25.0,1.0000,0.0000,21.250,11.250,10.000,48.50,0.000,0,0,42
Mono-metal,Random,muju-phasing-2 h3,4,2,0,2,0.5000,0.1500,0.8500,1,2,1,2,27.0,0.7500,0.5000,19.750,9.500,10.250,53.25,0.000,0,0,31
Mono-metal,Rush,muju-phasing-2 h0,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,26.3,0.0000,0.0000,103.750,7.750,96.000,51.25,0.000,0,0,96
Mono-metal,Rush,muju-phasing-2 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,20.8,0.0000,0.0000,111.750,8.750,103.000,39.50,0.000,0,0,131
Mono-metal,Tier1Spam,muju-phasing-2 h0,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,28.8,0.0000,0.0000,94.750,8.250,86.500,56.25,0.000,0,0,87
Mono-metal,Tier1Spam,muju-phasing-2 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,31.8,0.0000,0.0000,91.000,10.250,80.750,62.00,0.000,0,0,93
Mono-metal,Turtle,muju-phasing-2 h0,4,1,0,3,0.2500,0.0456,0.6994,0,2,1,2,13.5,0.6250,0.7500,12.000,8.250,3.750,26.25,0.000,0,0,19
Mono-metal,Turtle,muju-phasing-2 h3,4,1,0,3,0.2500,0.0456,0.6994,0,2,1,2,13.5,0.6250,0.7500,11.750,8.500,3.250,26.25,0.000,0,0,17
Mono-plant,Mono-shadow,muju-phasing-2 h0,4,2,0,2,0.5000,0.1500,0.8500,2,2,0,2,25.0,0.7500,0.5000,18.750,8.250,10.500,49.00,0.000,0,0,17
Mono-plant,Mono-shadow,muju-phasing-2 h3,4,0,1,3,0.0000,0.0000,0.4899,0,2,0,2,27.3,0.3750,0.7500,21.250,9.000,12.250,53.75,0.000,0,0,20
Mono-plant,Mono-water,muju-phasing-2 h0,4,0,2,2,0.0000,0.0000,0.4899,0,2,0,2,26.0,0.2500,0.5000,14.750,7.500,7.250,51.50,0.000,0,0,20
Mono-plant,Mono-water,muju-phasing-2 h3,4,0,1,3,0.0000,0.0000,0.4899,0,2,0,2,14.3,0.3750,0.7500,12.500,7.000,5.500,27.75,0.000,0,0,14
Mono-plant,Random,muju-phasing-2 h0,4,2,1,1,0.5000,0.1500,0.8500,0,2,2,2,25.5,0.6250,0.2500,17.500,9.250,8.250,49.50,0.000,0,0,27
Mono-plant,Random,muju-phasing-2 h3,4,2,0,2,0.5000,0.1500,0.8500,1,2,1,2,25.8,0.7500,0.5000,17.250,8.250,9.000,50.75,0.000,0,0,27
Mono-plant,Rush,muju-phasing-2 h0,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,22.0,0.0000,0.0000,107.250,7.750,99.500,42.25,0.000,0,0,123
Mono-plant,Rush,muju-phasing-2 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,16.3,0.0000,0.0000,94.000,7.000,87.000,31.25,0.000,0,0,88
Mono-plant,Tier1Spam,muju-phasing-2 h0,4,1,3,0,0.2500,0.0456,0.6994,0,2,1,2,18.3,0.2500,0.0000,78.000,6.750,71.250,35.00,0.000,0,0,54
Mono-plant,Tier1Spam,muju-phasing-2 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,20.0,0.0000,0.0000,77.000,6.000,71.000,38.75,0.000,0,0,79
Mono-plant,Turtle,muju-phasing-2 h0,4,1,1,2,0.2500,0.0456,0.6994,0,2,1,2,17.0,0.5000,0.5000,11.250,7.750,3.500,33.25,0.000,0,0,15
Mono-plant,Turtle,muju-phasing-2 h3,4,3,0,1,0.7500,0.3006,0.9544,2,2,1,2,16.3,0.8750,0.2500,9.250,6.250,3.000,31.25,0.000,0,0,12
Mono-shadow,Mono-water,muju-phasing-2 h0,4,0,3,1,0.0000,0.0000,0.4899,0,2,0,2,18.0,0.1250,0.2500,15.250,10.250,5.000,35.00,0.000,0,0,13
Mono-shadow,Mono-water,muju-phasing-2 h3,4,0,3,1,0.0000,0.0000,0.4899,0,2,0,2,17.5,0.1250,0.2500,13.750,7.750,6.000,33.75,0.000,0,0,16
Mono-shadow,Random,muju-phasing-2 h0,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,11.8,1.0000,0.0000,14.000,5.750,8.250,22.00,0.000,0,0,16
Mono-shadow,Random,muju-phasing-2 h3,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,13.3,1.0000,0.0000,13.500,7.500,6.000,25.25,0.000,0,0,20
Mono-shadow,Rush,muju-phasing-2 h0,4,1,2,1,0.2500,0.0456,0.6994,1,2,0,2,27.3,0.3750,0.2500,100.500,11.250,89.250,53.00,0.000,0,0,58
Mono-shadow,Rush,muju-phasing-2 h3,4,1,3,0,0.2500,0.0456,0.6994,0,2,1,2,21.5,0.2500,0.0000,95.750,10.250,85.500,41.75,0.000,0,0,51
Mono-shadow,Tier1Spam,muju-phasing-2 h0,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,20.0,0.0000,0.0000,74.250,11.000,63.250,38.50,0.000,0,0,42
Mono-shadow,Tier1Spam,muju-phasing-2 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,17.8,0.0000,0.0000,70.500,10.750,59.750,34.00,0.000,0,0,44
Mono-shadow,Turtle,muju-phasing-2 h0,4,2,1,1,0.5000,0.1500,0.8500,0,2,2,2,20.5,0.6250,0.2500,13.000,8.000,5.000,39.75,0.000,0,0,15
Mono-shadow,Turtle,muju-phasing-2 h3,4,0,2,2,0.0000,0.0000,0.4899,0,2,0,2,33.8,0.2500,0.5000,20.500,12.750,7.750,66.50,0.000,0,0,23
Mono-water,Random,muju-phasing-2 h0,4,2,0,2,0.5000,0.1500,0.8500,1,2,1,2,25.3,0.7500,0.5000,18.000,8.000,10.000,49.50,0.000,0,0,35
Mono-water,Random,muju-phasing-2 h3,4,3,0,1,0.7500,0.3006,0.9544,1,2,2,2,19.0,0.8750,0.2500,14.750,6.250,8.500,36.50,0.000,0,0,25
Mono-water,Rush,muju-phasing-2 h0,4,0,3,1,0.0000,0.0000,0.4899,0,2,0,2,30.5,0.1250,0.2500,98.750,7.750,91.000,59.75,0.000,0,0,62
Mono-water,Rush,muju-phasing-2 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,35.0,0.0000,0.0000,126.500,10.750,115.750,69.00,0.000,0,0,93
Mono-water,Tier1Spam,muju-phasing-2 h0,4,0,3,1,0.0000,0.0000,0.4899,0,2,0,2,36.0,0.1250,0.2500,79.000,7.250,71.750,71.25,0.000,0,0,51
Mono-water,Tier1Spam,muju-phasing-2 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,24.5,0.0000,0.0000,75.750,5.500,70.250,47.75,0.000,0,0,47
Mono-water,Turtle,muju-phasing-2 h0,4,2,0,2,0.5000,0.1500,0.8500,1,2,1,2,15.8,0.7500,0.5000,8.250,5.250,3.000,30.25,0.000,0,0,15
Mono-water,Turtle,muju-phasing-2 h3,4,1,0,3,0.2500,0.0456,0.6994,1,2,0,2,13.3,0.6250,0.7500,9.250,4.500,4.750,25.75,0.000,0,0,13
Random,Rush,muju-phasing-2 h0,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,17.0,0.0000,0.0000,107.250,8.000,99.250,32.25,0.000,0,0,249
Random,Rush,muju-phasing-2 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,13.5,0.0000,0.0000,84.750,6.500,78.250,25.75,0.000,0,0,198
Random,Tier1Spam,muju-phasing-2 h0,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,27.3,0.0000,0.0000,128.750,12.750,116.000,53.00,0.000,0,0,268
Random,Tier1Spam,muju-phasing-2 h3,4,0,4,0,0.0000,0.0000,0.4899,0,2,0,2,20.0,0.0000,0.0000,98.750,8.000,90.750,38.50,0.000,0,0,200
Random,Turtle,muju-phasing-2 h0,4,0,0,4,0.0000,0.0000,0.4899,0,2,0,2,11.3,0.5000,1.0000,12.750,9.500,3.250,22.50,0.000,0,0,8
Random,Turtle,muju-phasing-2 h3,4,1,0,3,0.2500,0.0456,0.6994,0,2,1,2,15.5,0.6250,0.7500,16.000,11.000,5.000,30.50,0.000,0,0,11
Rush,Tier1Spam,muju-phasing-2 h0,4,1,1,2,0.2500,0.0456,0.6994,1,2,0,2,58.5,0.5000,0.5000,229.000,146.500,82.500,115.75,0.000,0,0,347
Rush,Tier1Spam,muju-phasing-2 h3,4,0,2,2,0.0000,0.0000,0.4899,0,2,0,2,63.0,0.2500,0.5000,229.000,140.750,88.250,125.00,0.000,0,0,329
Rush,Turtle,muju-phasing-2 h0,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,11.5,1.0000,0.0000,67.500,65.500,2.000,21.50,0.000,0,0,121
Rush,Turtle,muju-phasing-2 h3,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,18.0,1.0000,0.0000,114.500,110.250,4.250,34.25,0.000,0,0,234
Tier1Spam,Turtle,muju-phasing-2 h0,4,4,0,0,1.0000,0.5101,1.0000,2,2,2,2,16.8,1.0000,0.0000,90.500,86.500,4.000,32.25,0.000,0,0,97
Tier1Spam,Turtle,muju-phasing-2 h3,4,3,0,1,0.7500,0.3006,0.9544,2,2,1,2,19.5,0.8750,0.2500,95.750,92.000,3.750,37.50,0.000,0,0,105
