Handicap,W1_ID,Family,Best_pattern,Best_index,Legal_replies,Within_one_of_global_best,No_White_capture_near_best,Global_best_pattern,Global_best_index
3,636,2,2893,-6.15,1811,0,0,1088,-8.05
4,636,0,454,-7.49,797,0,0,4105,-10.95
4,636,1,1088,-9.05,1070,0,0,4105,-10.95
4,636,2,2893,-7.15,1811,0,0,4105,-10.95
4,636,3,4105,-10.95,786,50,50,4105,-10.95
4,636,4,5147,-7.51,1157,0,0,4105,-10.95
4,636,5,6075,-6.59,797,0,0,4105,-10.95
4,636,6,6503,-7.13,797,0,0,4105,-10.95
4,636,7,7669,-7.99,797,0,0,4105,-10.95
0,637,0,454,-3.49,797,58,58,454,-3.49
3,637,0,454,-6.49,797,0,0,1088,-8.05
3,637,1,1088,-8.05,1070,62,62,1088,-8.05
3,637,2,2893,-6.15,1811,0,0,1088,-8.05
4,637,0,454,-7.49,797,0,0,4105,-10.95
4,637,1,1088,-9.05,1070,0,0,4105,-10.95
4,637,2,2893,-7.15,1811,0,0,4105,-10.95
4,637,3,4105,-10.95,786,50,50,4105,-10.95
4,637,4,5147,-7.51,1157,0,0,4105,-10.95
4,637,5,6075,-6.59,797,0,0,4105,-10.95
4,637,6,6503,-7.13,797,0,0,4105,-10.95
4,637,7,7669,-7.99,797,0,0,4105,-10.95
0,638,0,454,-3.37,797,58,58,454,-3.37
3,638,0,454,-6.37,797,0,0,1088,-7.93
3,638,1,1088,-7.93,1070,62,62,1088,-7.93
3,638,2,2893,-6.03,1811,0,0,1088,-7.93
4,638,0,454,-7.37,797,0,0,4105,-10.83
4,638,1,1088,-8.93,1070,0,0,4105,-10.83
4,638,2,2893,-7.03,1811,0,0,4105,-10.83
4,638,3,4105,-10.83,786,50,50,4105,-10.83
4,638,4,5147,-7.39,1157,0,0,4105,-10.83
4,638,5,6075,-6.47,797,0,0,4105,-10.83
4,638,6,6503,-7.01,797,0,0,4105,-10.83
4,638,7,7669,-7.87,797,0,0,4105,-10.83
0,639,0,454,-3.25,797,58,58,454,-3.25
3,639,0,454,-6.25,797,0,0,1088,-7.81
3,639,1,1088,-7.81,1070,62,62,1088,-7.81
3,639,2,2970,-6.72,1811,0,0,1088,-7.81
4,639,0,454,-7.25,797,0,0,4105,-10.71
4,639,1,1088,-8.81,1070,0,0,4105,-10.71
4,639,2,2970,-7.72,1811,0,0,4105,-10.71
4,639,3,4105,-10.71,786,50,50,4105,-10.71
4,639,4,5147,-7.27,1157,0,0,4105,-10.71
4,639,5,6075,-6.35,797,0,0,4105,-10.71
4,639,6,6503,-6.89,797,0,0,4105,-10.71
4,639,7,7669,-7.75,797,0,0,4105,-10.71
0,640,0,454,-3.25,797,58,58,454,-3.25
3,640,0,454,-6.25,797,0,0,1088,-7.81
3,640,1,1088,-7.81,1070,62,62,1088,-7.81
3,640,2,2970,-6.72,1811,0,0,1088,-7.81
4,640,0,454,-7.25,797,0,0,4105,-10.71
4,640,1,1088,-8.81,1070,0,0,4105,-10.71
4,640,2,2970,-7.72,1811,0,0,4105,-10.71
4,640,3,4105,-10.71,786,50,50,4105,-10.71
4,640,4,5147,-7.27,1157,0,0,4105,-10.71
4,640,5,6075,-6.35,797,0,0,4105,-10.71
4,640,6,6503,-6.89,797,0,0,4105,-10.71
4,640,7,7669,-7.75,797,0,0,4105,-10.71
0,641,0,454,-3.25,797,58,58,454,-3.25
3,641,0,454,-6.25,797,0,0,1088,-7.81
3,641,1,1088,-7.81,1070,62,62,1088,-7.81
3,641,2,2893,-5.91,1811,0,0,1088,-7.81
4,641,0,454,-7.25,797,0,0,4105,-10.71
4,641,1,1088,-8.81,1070,0,0,4105,-10.71
4,641,2,2893,-6.91,1811,0,0,4105,-10.71
4,641,3,4105,-10.71,786,50,50,4105,-10.71
4,641,4,5147,-7.27,1157,0,0,4105,-10.71
4,641,5,6075,-6.35,797,0,0,4105,-10.71
4,641,6,6503,-6.89,797,0,0,4105,-10.71
4,641,7,7669,-7.75,797,0,0,4105,-10.71
0,642,0,454,-3.49,797,58,58,454,-3.49
3,642,0,454,-6.49,797,0,0,1088,-8.05
3,642,1,1088,-8.05,1070,62,62,1088,-8.05
3,642,2,2893,-6.15,1811,0,0,1088,-8.05
4,642,0,454,-7.49,797,0,0,4105,-10.95
4,642,1,1088,-9.05,1070,0,0,4105,-10.95
4,642,2,2893,-7.15,1811,0,0,4105,-10.95
4,642,3,4105,-10.95,786,50,50,4105,-10.95
4,642,4,5147,-7.51,1157,0,0,4105,-10.95
4,642,5,6075,-6.59,797,0,0,4105,-10.95
4,642,6,6503,-7.13,797,0,0,4105,-10.95
4,642,7,7669,-7.99,797,0,0,4105,-10.95
0,643,0,454,-3.37,797,58,58,454,-3.37
3,643,0,454,-6.37,797,0,0,1088,-7.93
3,643,1,1088,-7.93,1070,62,62,1088,-7.93
3,643,2,2970,-6.72,1811,0,0,1088,-7.93
4,643,0,454,-7.37,797,0,0,4105,-10.83
4,643,1,1088,-8.93,1070,0,0,4105,-10.83
4,643,2,2970,-7.72,1811,0,0,4105,-10.83
4,643,3,4105,-10.83,786,50,50,4105,-10.83
4,643,4,5147,-7.39,1157,0,0,4105,-10.83
4,643,5,6075,-6.47,797,0,0,4105,-10.83
4,643,6,6503,-7.01,797,0,0,4105,-10.83
4,643,7,7669,-7.87,797,0,0,4105,-10.83
0,644,0,454,-3.25,797,58,58,454,-3.25
3,644,0,454,-6.25,797,0,0,1088,-7.81
3,644,1,1088,-7.81,1070,62,62,1088,-7.81
3,644,2,2893,-5.91,1811,0,0,1088,-7.81
4,644,0,454,-7.25,797,0,0,4105,-10.71
4,644,1,1088,-8.81,1070,0,0,4105,-10.71
4,644,2,2893,-6.91,1811,0,0,4105,-10.71
4,644,3,4105,-10.71,786,50,50,4105,-10.71
4,644,4,5147,-7.27,1157,0,0,4105,-10.71
4,644,5,6075,-6.35,797,0,0,4105,-10.71
4,644,6,6503,-6.89,797,0,0,4105,-10.71
4,644,7,7669,-7.75,797,0,0,4105,-10.71
0,645,0,454,-3.25,797,58,58,454,-3.25
3,645,0,454,-6.25,797,0,0,1088,-7.81
3,645,1,1088,-7.81,1070,62,62,1088,-7.81
3,645,2,2893,-5.91,1811,0,0,1088,-7.81
4,645,0,454,-7.25,797,0,0,4105,-10.71
4,645,1,1088,-8.81,1070,0,0,4105,-10.71
4,645,2,2893,-6.91,1811,0,0,4105,-10.71
4,645,3,4105,-10.71,786,50,50,4105,-10.71
4,645,4,5147,-7.27,1157,0,0,4105,-10.71
4,645,5,6075,-6.35,797,0,0,4105,-10.71
4,645,6,6503,-6.89,797,0,0,4105,-10.71
4,645,7,7669,-7.75,797,0,0,4105,-10.71
0,646,0,454,-3.25,797,58,58,454,-3.25
3,646,0,454,-6.25,797,0,0,1088,-7.81
3,646,1,1088,-7.81,1070,62,62,1088,-7.81
3,646,2,2893,-5.91,1811,0,0,1088,-7.81
4,646,0,454,-7.25,797,0,0,4105,-10.71
4,646,1,1088,-8.81,1070,0,0,4105,-10.71
4,646,2,2893,-6.91,1811,0,0,4105,-10.71
4,646,3,4105,-10.71,786,50,50,4105,-10.71
4,646,4,5147,-7.27,1157,0,0,4105,-10.71
4,646,5,6075,-6.35,797,0,0,4105,-10.71
4,646,6,6503,-6.89,797,0,0,4105,-10.71
4,646,7,7669,-7.75,797,0,0,4105,-10.71
0,647,0,454,-3.13,797,58,58,454,-3.13
3,647,0,454,-6.13,797,0,0,1088,-7.69
3,647,1,1088,-7.69,1070,62,62,1088,-7.69
3,647,2,2970,-6.72,1811,1,1,1088,-7.69
4,647,0,454,-7.13,797,0,0,4105,-10.59
4,647,1,1088,-8.69,1070,0,0,4105,-10.59
4,647,2,2970,-7.72,1811,0,0,4105,-10.59
4,647,3,4105,-10.59,786,50,50,4105,-10.59
4,647,4,5147,-7.15,1157,0,0,4105,-10.59
4,647,5,6075,-6.23,797,0,0,4105,-10.59
4,647,6,6503,-6.77,797,0,0,4105,-10.59
4,647,7,7669,-7.63,797,0,0,4105,-10.59
0,648,0,454,-4.73,797,58,58,454,-4.73
3,648,0,454,-7.73,797,0,0,1088,-9.29
3,648,1,1088,-9.29,1070,62,62,1088,-9.29
3,648,2,2970,-7.81,1811,0,0,1088,-9.29
4,648,0,454,-8.73,797,0,0,4105,-12.19
4,648,1,1088,-10.29,1070,0,0,4105,-12.19
4,648,2,2970,-8.81,1811,0,0,4105,-12.19
4,648,3,4105,-12.19,786,50,50,4105,-12.19
4,648,4,5147,-8.75,1157,0,0,4105,-12.19
4,648,5,6075,-7.83,797,0,0,4105,-12.19
4,648,6,6503,-8.37,797,0,0,4105,-12.19
4,648,7,7669,-9.23,797,0,0,4105,-12.19
0,649,0,454,-4.59,797,58,58,454,-4.59
3,649,0,454,-7.59,797,0,0,1088,-9.15
3,649,1,1088,-9.15,1070,62,62,1088,-9.15
3,649,2,2970,-7.64,1811,0,0,1088,-9.15
4,649,0,454,-8.59,797,0,0,4105,-12.05
4,649,1,1088,-10.15,1070,0,0,4105,-12.05
4,649,2,2970,-8.64,1811,0,0,4105,-12.05
4,649,3,4105,-12.05,786,50,50,4105,-12.05
4,649,4,5147,-8.61,1157,0,0,4105,-12.05
4,649,5,6075,-7.69,797,0,0,4105,-12.05
4,649,6,6503,-8.23,797,0,0,4105,-12.05
4,649,7,7669,-9.09,797,0,0,4105,-12.05
0,650,0,454,-3.53,797,58,58,454,-3.53
3,650,0,454,-6.53,797,0,0,1088,-8.09
3,650,1,1088,-8.09,1070,62,62,1088,-8.09
3,650,2,2893,-6.19,1811,0,0,1088,-8.09
4,650,0,454,-7.53,797,0,0,4105,-10.99
4,650,1,1088,-9.09,1070,0,0,4105,-10.99
4,650,2,2893,-7.19,1811,0,0,4105,-10.99
4,650,3,4105,-10.99,786,50,50,4105,-10.99
4,650,4,5147,-7.55,1157,0,0,4105,-10.99
4,650,5,6075,-6.63,797,0,0,4105,-10.99
4,650,6,6503,-7.17,797,0,0,4105,-10.99
4,650,7,7669,-8.03,797,0,0,4105,-10.99
0,651,0,454,-3.53,797,58,58,454,-3.53
3,651,0,454,-6.53,797,0,0,1088,-8.09
3,651,1,1088,-8.09,1070,62,62,1088,-8.09
3,651,2,2893,-6.19,1811,0,0,1088,-8.09
4,651,0,454,-7.53,797,0,0,4105,-10.99
4,651,1,1088,-9.09,1070,0,0,4105,-10.99
4,651,2,2893,-7.19,1811,0,0,4105,-10.99
4,651,3,4105,-10.99,786,50,50,4105,-10.99
4,651,4,5147,-7.55,1157,0,0,4105,-10.99
4,651,5,6075,-6.63,797,0,0,4105,-10.99
4,651,6,6503,-7.17,797,0,0,4105,-10.99
4,651,7,7669,-8.03,797,0,0,4105,-10.99
0,652,0,454,-3.53,797,58,58,454,-3.53
3,652,0,454,-6.53,797,0,0,1088,-8.09
3,652,1,1088,-8.09,1070,62,62,1088,-8.09
3,652,2,2970,-7.2,1811,1,1,1088,-8.09
4,652,0,454,-7.53,797,0,0,4105,-10.99
4,652,1,1088,-9.09,1070,0,0,4105,-10.99
4,652,2,2970,-8.2,1811,0,0,4105,-10.99
4,652,3,4105,-10.99,786,50,50,4105,-10.99
4,652,4,5147,-7.55,1157,0,0,4105,-10.99
4,652,5,6075,-6.63,797,0,0,4105,-10.99
4,652,6,6503,-7.17,797,0,0,4105,-10.99
4,652,7,7669,-8.03,797,0,0,4105,-10.99
0,653,0,454,-3.41,797,58,58,454,-3.41
3,653,0,454,-6.41,797,0,0,1088,-7.97
3,653,1,1088,-7.97,1070,62,62,1088,-7.97
3,653,2,2970,-7.2,1811,34,34,1088,-7.97
4,653,0,454,-7.41,797,0,0,4105,-10.87
4,653,1,1088,-8.97,1070,0,0,4105,-10.87
4,653,2,2970,-8.2,1811,0,0,4105,-10.87
4,653,3,4105,-10.87,786,50,50,4105,-10.87
4,653,4,5147,-7.43,1157,0,0,4105,-10.87
4,653,5,6075,-6.51,797,0,0,4105,-10.87
4,653,6,6503,-7.05,797,0,0,4105,-10.87
4,653,7,7669,-7.91,797,0,0,4105,-10.87
0,654,0,85,-7.08,797,19,19,85,-7.08
3,654,0,85,-10.08,797,0,0,818,-11.64
3,654,1,818,-11.64,1070,19,19,818,-11.64
3,654,2,1919,-9.74,1811,0,0,818,-11.64
4,654,0,85,-11.08,797,0,0,3707,-14.54
4,654,1,818,-12.64,1070,0,0,3707,-14.54
4,654,2,1919,-10.74,1811,0,0,3707,-14.54
4,654,3,3707,-14.54,786,17,17,3707,-14.54
4,654,4,5149,-11.32,1157,0,0,3707,-14.54
4,654,5,5706,-10.18,797,0,0,3707,-14.54
4,654,6,6503,-10.18,797,0,0,3707,-14.54
4,654,7,7300,-11.58,797,0,0,3707,-14.54
0,655,0,454,-3.37,797,58,58,454,-3.37
3,655,0,454,-6.37,797,0,0,1088,-7.93
3,655,1,1088,-7.93,1070,62,62,1088,-7.93
3,655,2,2893,-6.03,1811,0,0,1088,-7.93
4,655,0,454,-7.37,797,0,0,4105,-10.83
4,655,1,1088,-8.93,1070,0,0,4105,-10.83
4,655,2,2893,-7.03,1811,0,0,4105,-10.83
4,655,3,4105,-10.83,786,50,50,4105,-10.83
4,655,4,5147,-7.39,1157,0,0,4105,-10.83
4,655,5,6075,-6.47,797,0,0,4105,-10.83
4,655,6,6503,-7.01,797,0,0,4105,-10.83
4,655,7,7669,-7.87,797,0,0,4105,-10.83
0,656,0,454,-3.53,797,58,58,454,-3.53
3,656,0,454,-6.53,797,0,0,1088,-8.09
3,656,1,1088,-8.09,1070,62,62,1088,-8.09
3,656,2,2893,-6.19,1811,0,0,1088,-8.09
4,656,0,454,-7.53,797,0,0,4105,-10.99
4,656,1,1088,-9.09,1070,0,0,4105,-10.99
4,656,2,2893,-7.19,1811,0,0,4105,-10.99
4,656,3,4105,-10.99,786,50,50,4105,-10.99
4,656,4,5147,-7.55,1157,0,0,4105,-10.99
4,656,5,6075,-6.63,797,0,0,4105,-10.99
4,656,6,6503,-7.17,797,0,0,4105,-10.99
4,656,7,7669,-8.03,797,0,0,4105,-10.99
0,657,0,454,-3.53,797,58,58,454,-3.53
3,657,0,454,-6.53,797,0,0,1088,-8.09
3,657,1,1088,-8.09,1070,62,62,1088,-8.09
3,657,2,2893,-6.19,1811,0,0,1088,-8.09
4,657,0,454,-7.53,797,0,0,4105,-10.99
4,657,1,1088,-9.09,1070,0,0,4105,-10.99
4,657,2,2893,-7.19,1811,0,0,4105,-10.99
4,657,3,4105,-10.99,786,50,50,4105,-10.99
4,657,4,5147,-7.55,1157,0,0,4105,-10.99
4,657,5,6075,-6.63,797,0,0,4105,-10.99
4,657,6,6503,-7.17,797,0,0,4105,-10.99
4,657,7,7669,-8.03,797,0,0,4105,-10.99
0,658,0,454,-3.53,797,58,58,454,-3.53
3,658,0,454,-6.53,797,0,0,1088,-8.09
3,658,1,1088,-8.09,1070,62,62,1088,-8.09
3,658,2,2970,-7.2,1811,1,1,1088,-8.09
4,658,0,454,-7.53,797,0,0,4105,-10.99
4,658,1,1088,-9.09,1070,0,0,4105,-10.99
4,658,2,2970,-8.2,1811,0,0,4105,-10.99
4,658,3,4105,-10.99,786,50,50,4105,-10.99
4,658,4,5147,-7.55,1157,0,0,4105,-10.99
4,658,5,6075,-6.63,797,0,0,4105,-10.99
4,658,6,6503,-7.17,797,0,0,4105,-10.99
4,658,7,7669,-8.03,797,0,0,4105,-10.99
0,659,0,454,-3.53,797,58,58,454,-3.53
3,659,0,454,-6.53,797,0,0,1088,-8.09
3,659,1,1088,-8.09,1070,62,62,1088,-8.09
3,659,2,2970,-7.2,1811,1,1,1088,-8.09
4,659,0,454,-7.53,797,0,0,4105,-10.99
4,659,1,1088,-9.09,1070,0,0,4105,-10.99
4,659,2,2970,-8.2,1811,0,0,4105,-10.99
4,659,3,4105,-10.99,786,50,50,4105,-10.99
4,659,4,5147,-7.55,1157,0,0,4105,-10.99
4,659,5,6075,-6.63,797,0,0,4105,-10.99
4,659,6,6503,-7.17,797,0,0,4105,-10.99
4,659,7,7669,-8.03,797,0,0,4105,-10.99
0,660,0,454,-3.26,797,58,58,454,-3.26
3,660,0,454,-6.26,797,0,0,1088,-7.82
3,660,1,1088,-7.82,1070,62,62,1088,-7.82
3,660,2,2893,-5.92,1811,0,0,1088,-7.82
4,660,0,454,-7.26,797,0,0,4105,-10.72
4,660,1,1088,-8.82,1070,0,0,4105,-10.72
4,660,2,2893,-6.92,1811,0,0,4105,-10.72
4,660,3,4105,-10.72,786,50,50,4105,-10.72
4,660,4,5147,-7.28,1157,0,0,4105,-10.72
4,660,5,6075,-6.36,797,0,0,4105,-10.72
4,660,6,6503,-6.9,797,0,0,4105,-10.72
4,660,7,7669,-7.76,797,0,0,4105,-10.72
0,661,0,454,-3.09,797,58,58,454,-3.09
3,661,0,454,-6.09,797,0,0,1088,-7.65
3,661,1,1088,-7.65,1070,62,62,1088,-7.65
3,661,2,2893,-5.75,1811,0,0,1088,-7.65
4,661,0,454,-7.09,797,0,0,4105,-10.55
4,661,1,1088,-8.65,1070,0,0,4105,-10.55
4,661,2,2893,-6.75,1811,0,0,4105,-10.55
4,661,3,4105,-10.55,786,50,50,4105,-10.55
4,661,4,5147,-7.11,1157,0,0,4105,-10.55
4,661,5,6075,-6.19,797,0,0,4105,-10.55
4,661,6,6503,-6.73,797,0,0,4105,-10.55
4,661,7,7669,-7.59,797,0,0,4105,-10.55
0,662,0,12,-2.39,797,86,86,12,-2.39
3,662,0,12,-5.39,797,0,0,809,-6.95
3,662,1,809,-6.95,1070,90,90,809,-6.95
3,662,2,1910,-5.05,1811,0,0,809,-6.95
4,662,0,12,-6.39,797,0,0,3698,-9.85
4,662,1,809,-7.95,1070,0,0,3698,-9.85
4,662,2,1910,-6.05,1811,0,0,3698,-9.85
4,662,3,3698,-9.85,786,86,86,3698,-9.85
4,662,4,4515,-6.65,1157,0,0,3698,-9.85
4,662,5,5633,-5.49,797,0,0,3698,-9.85
4,662,6,6503,-6.81,797,0,0,3698,-9.85
4,662,7,7227,-6.89,797,0,0,3698,-9.85
0,663,0,12,-2.27,797,86,86,12,-2.27
3,663,0,12,-5.27,797,0,0,809,-6.83
3,663,1,809,-6.83,1070,90,90,809,-6.83
3,663,2,1910,-4.93,1811,0,0,809,-6.83
4,663,0,12,-6.27,797,0,0,3698,-9.73
4,663,1,809,-7.83,1070,0,0,3698,-9.73
4,663,2,1910,-5.93,1811,0,0,3698,-9.73
4,663,3,3698,-9.73,786,86,86,3698,-9.73
4,663,4,4515,-6.53,1157,0,0,3698,-9.73
4,663,5,5633,-5.37,797,0,0,3698,-9.73
4,663,6,6503,-6.69,797,0,0,3698,-9.73
4,663,7,7227,-6.77,797,0,0,3698,-9.73
0,664,0,12,-2.27,797,86,86,12,-2.27
3,664,0,12,-5.27,797,0,0,809,-6.83
3,664,1,809,-6.83,1070,90,90,809,-6.83
3,664,2,1910,-4.93,1811,0,0,809,-6.83
4,664,0,12,-6.27,797,0,0,3698,-9.73
4,664,1,809,-7.83,1070,0,0,3698,-9.73
4,664,2,1910,-5.93,1811,0,0,3698,-9.73
4,664,3,3698,-9.73,786,86,86,3698,-9.73
4,664,4,4515,-6.53,1157,0,0,3698,-9.73
4,664,5,5633,-5.37,797,0,0,3698,-9.73
4,664,6,6503,-6.69,797,0,0,3698,-9.73
4,664,7,7227,-6.77,797,0,0,3698,-9.73
0,665,0,12,-2.16,797,86,86,12,-2.16
3,665,0,12,-5.16,797,0,0,809,-6.71
3,665,1,809,-6.71,1070,90,90,809,-6.71
3,665,2,3595,-4.86,1811,0,0,809,-6.71
4,665,0,12,-6.16,797,0,0,3698,-9.61
4,665,1,809,-7.71,1070,0,0,3698,-9.61
4,665,2,3595,-5.86,1811,0,0,3698,-9.61
4,665,3,3698,-9.61,786,86,86,3698,-9.61
4,665,4,4515,-6.41,1157,0,0,3698,-9.61
4,665,5,5633,-5.26,797,0,0,3698,-9.61
4,665,6,6503,-6.57,797,0,0,3698,-9.61
4,665,7,7227,-6.66,797,0,0,3698,-9.61
0,666,0,12,-2.56,797,86,86,12,-2.56
3,666,0,12,-5.56,797,0,0,809,-7.12
3,666,1,809,-7.12,1070,90,90,809,-7.12
3,666,2,3595,-5.34,1811,0,0,809,-7.12
4,666,0,12,-6.56,797,0,0,3698,-10.02
4,666,1,809,-8.12,1070,0,0,3698,-10.02
4,666,2,3595,-6.34,1811,0,0,3698,-10.02
4,666,3,3698,-10.02,786,86,86,3698,-10.02
4,666,4,4515,-6.82,1157,0,0,3698,-10.02
4,666,5,5633,-5.66,797,0,0,3698,-10.02
4,666,6,6503,-6.98,797,0,0,3698,-10.02
4,666,7,7227,-7.06,797,0,0,3698,-10.02
0,667,0,12,-2.56,797,86,86,12,-2.56
3,667,0,12,-5.56,797,0,0,809,-7.12
3,667,1,809,-7.12,1070,90,90,809,-7.12
3,667,2,3595,-5.34,1811,0,0,809,-7.12
4,667,0,12,-6.56,797,0,0,3698,-10.02
4,667,1,809,-8.12,1070,0,0,3698,-10.02
4,667,2,3595,-6.34,1811,0,0,3698,-10.02
4,667,3,3698,-10.02,786,86,86,3698,-10.02
4,667,4,4515,-6.82,1157,0,0,3698,-10.02
4,667,5,5633,-5.66,797,0,0,3698,-10.02
4,667,6,6503,-6.98,797,0,0,3698,-10.02
4,667,7,7227,-7.06,797,0,0,3698,-10.02
0,668,0,32,-1.76,797,47,47,32,-1.76
3,668,0,32,-4.76,797,0,0,798,-6.32
3,668,1,798,-6.32,1070,22,22,798,-6.32
3,668,2,3595,-4.56,1811,0,0,798,-6.32
4,668,0,32,-5.76,797,0,0,3683,-9.22
4,668,1,798,-7.32,1070,0,0,3683,-9.22
4,668,2,3595,-5.56,1811,0,0,3683,-9.22
4,668,3,3683,-9.22,786,30,30,3683,-9.22
4,668,4,4543,-5.76,1157,0,0,3683,-9.22
4,668,5,5653,-4.86,797,0,0,3683,-9.22
4,668,6,6503,-6.62,797,0,0,3683,-9.22
4,668,7,7247,-6.26,797,0,0,3683,-9.22
0,669,0,32,-1.64,797,47,47,32,-1.64
3,669,0,32,-4.64,797,0,0,798,-6.2
3,669,1,798,-6.2,1070,22,22,798,-6.2
3,669,2,3595,-4.56,1811,0,0,798,-6.2
4,669,0,32,-5.64,797,0,0,3683,-9.1
4,669,1,798,-7.2,1070,0,0,3683,-9.1
4,669,2,3595,-5.56,1811,0,0,3683,-9.1
4,669,3,3683,-9.1,786,30,30,3683,-9.1
4,669,4,4543,-5.64,1157,0,0,3683,-9.1
4,669,5,5653,-4.74,797,0,0,3683,-9.1
4,669,6,6503,-6.5,797,0,0,3683,-9.1
4,669,7,7247,-6.14,797,0,0,3683,-9.1
0,670,0,32,-1.64,797,47,47,32,-1.64
3,670,0,32,-4.64,797,0,0,798,-6.2
3,670,1,798,-6.2,1070,22,22,798,-6.2
3,670,2,3595,-4.56,1811,0,0,798,-6.2
4,670,0,32,-5.64,797,0,0,3683,-9.1
4,670,1,798,-7.2,1070,0,0,3683,-9.1
4,670,2,3595,-5.56,1811,0,0,3683,-9.1
4,670,3,3683,-9.1,786,30,30,3683,-9.1
4,670,4,4543,-5.64,1157,0,0,3683,-9.1
4,670,5,5653,-4.74,797,0,0,3683,-9.1
4,670,6,6503,-6.5,797,0,0,3683,-9.1
4,670,7,7247,-6.14,797,0,0,3683,-9.1
0,671,0,32,-1.52,797,50,47,32,-1.52
3,671,0,32,-4.52,797,0,0,798,-6.08
3,671,1,798,-6.08,1070,25,22,798,-6.08
3,671,2,3595,-4.56,1811,0,0,798,-6.08
4,671,0,32,-5.52,797,0,0,3683,-8.98
4,671,1,798,-7.08,1070,0,0,3683,-8.98
4,671,2,3595,-5.56,1811,0,0,3683,-8.98
4,671,3,3683,-8.98,786,33,30,3683,-8.98
4,671,4,4543,-5.52,1157,0,0,3683,-8.98
4,671,5,5653,-4.62,797,0,0,3683,-8.98
4,671,6,6503,-6.38,797,0,0,3683,-8.98
4,671,7,7247,-6.02,797,0,0,3683,-8.98
0,672,0,32,-1.92,797,47,47,32,-1.92
3,672,0,32,-4.92,797,0,0,798,-6.48
3,672,1,798,-6.48,1070,22,22,798,-6.48
3,672,2,3595,-5.04,1811,0,0,798,-6.48
4,672,0,32,-5.92,797,0,0,3683,-9.38
4,672,1,798,-7.48,1070,0,0,3683,-9.38
4,672,2,3595,-6.04,1811,0,0,3683,-9.38
4,672,3,3683,-9.38,786,30,30,3683,-9.38
4,672,4,4543,-5.92,1157,0,0,3683,-9.38
4,672,5,5653,-5.02,797,0,0,3683,-9.38
4,672,6,6503,-6.78,797,0,0,3683,-9.38
4,672,7,7247,-6.42,797,0,0,3683,-9.38
0,673,0,32,-1.92,797,47,47,32,-1.92
3,673,0,32,-4.92,797,0,0,798,-6.48
3,673,1,798,-6.48,1070,22,22,798,-6.48
3,673,2,3595,-5.04,1811,0,0,798,-6.48
4,673,0,32,-5.92,797,0,0,3683,-9.38
4,673,1,798,-7.48,1070,0,0,3683,-9.38
4,673,2,3595,-6.04,1811,0,0,3683,-9.38
4,673,3,3683,-9.38,786,30,30,3683,-9.38
4,673,4,4543,-5.92,1157,0,0,3683,-9.38
4,673,5,5653,-5.02,797,0,0,3683,-9.38
4,673,6,6503,-6.78,797,0,0,3683,-9.38
4,673,7,7247,-6.42,797,0,0,3683,-9.38
0,674,0,19,0.38,797,11,11,19,0.38
3,674,0,19,-2.62,797,0,0,820,-4.18
3,674,1,820,-4.18,1070,2,2,820,-4.18
3,674,2,1876,-2.28,1811,0,0,820,-4.18
4,674,0,19,-3.62,797,0,0,3682,-7.08
4,674,1,820,-5.18,1070,0,0,3682,-7.08
4,674,2,1876,-3.28,1811,0,0,3682,-7.08
4,674,3,3682,-7.08,786,3,3,3682,-7.08
4,674,4,4474,-3.28,1157,0,0,3682,-7.08
4,674,5,5640,-2.72,797,0,0,3682,-7.08
4,674,6,6434,-3.9,797,0,0,3682,-7.08
4,674,7,7234,-4.12,797,0,0,3682,-7.08
0,675,0,792,2.65,796,55,0,792,2.65
3,675,0,792,-0.35,796,0,0,1350,-1.91
3,675,1,1350,-1.91,1069,75,0,1350,-1.91
3,675,2,3086,-1.22,1809,6,0,1350,-1.91
4,675,0,792,-1.35,796,0,0,4459,-4.81
4,675,1,1350,-2.91,1069,0,0,4459,-4.81
4,675,2,3086,-2.22,1809,0,0,4459,-4.81
4,675,3,4459,-4.81,785,56,0,4459,-4.81
4,675,4,5616,-1.01,1156,0,0,4459,-4.81
4,675,5,5624,1.28,796,0,0,4459,-4.81
4,675,6,6503,-1.21,796,0,0,4459,-4.81
4,675,7,8007,-1.85,796,0,0,4459,-4.81
0,676,0,85,-3.32,797,3,3,85,-3.32
3,676,0,85,-6.32,797,0,0,818,-7.88
3,676,1,818,-7.88,1070,3,3,818,-7.88
3,676,2,3586,-7.58,1811,13,13,818,-7.88
4,676,0,85,-7.32,797,0,0,3707,-10.78
4,676,1,818,-8.88,1070,0,0,3707,-10.78
4,676,2,3586,-8.58,1811,0,0,3707,-10.78
4,676,3,3707,-10.78,786,3,3,3707,-10.78
4,676,4,5149,-7.56,1157,0,0,3707,-10.78
4,676,5,5706,-6.42,797,0,0,3707,-10.78
4,676,6,6503,-6.42,797,0,0,3707,-10.78
4,676,7,7300,-7.82,797,0,0,3707,-10.78
0,677,0,85,-2.98,797,3,3,85,-2.98
3,677,0,85,-5.98,797,0,0,818,-7.54
3,677,1,818,-7.54,1070,3,3,818,-7.54
3,677,2,3586,-7.24,1811,13,13,818,-7.54
4,677,0,85,-6.98,797,0,0,3707,-10.44
4,677,1,818,-8.54,1070,0,0,3707,-10.44
4,677,2,3586,-8.24,1811,0,0,3707,-10.44
4,677,3,3707,-10.44,786,3,3,3707,-10.44
4,677,4,5149,-7.22,1157,0,0,3707,-10.44
